,gender,age,occupation_id,cp,occupation
25654,M,35,17,03820,technician/engineer
25655,M,35,17,03820,technician/engineer
25656,F,35,17,98201,technician/engineer
25657,F,35,17,98201,technician/engineer
25658,F,35,17,98201,technician/engineer
25659,F,35,17,92509,technician/engineer
25660,F,35,17,92509,technician/engineer
25661,F,35,17,92509,technician/engineer
25662,M,35,17,94132,technician/engineer
25663,M,35,17,94132,technician/engineer
25664,M,35,17,94132,technician/engineer
25665,M,25,17,48092,technician/engineer
25666,M,25,17,48092,technician/engineer
25667,M,25,17,48092,technician/engineer
25668,M,50,17,49506,technician/engineer
25669,M,50,17,49506,technician/engineer
25670,M,50,17,49506,technician/engineer
25671,M,18,17,98121,technician/engineer
25672,M,18,17,98121,technician/engineer
25673,M,18,17,98121,technician/engineer
25674,M,50,17,63033,technician/engineer
25675,M,50,17,63033,technician/engineer
25676,M,50,17,63033,technician/engineer
25677,M,50,17,90031,technician/engineer
25678,M,50,17,90031,technician/engineer
25679,M,50,17,90031,technician/engineer
25680,M,35,17,62958,technician/engineer
25681,M,35,17,62958,technician/engineer
25682,M,35,17,62958,technician/engineer
25683,M,50,17,14568,technician/engineer
25684,M,50,17,14568,technician/engineer
25685,M,50,17,14568,technician/engineer
25686,M,35,17,90035,technician/engineer
25687,M,35,17,90035,technician/engineer
25688,M,35,17,90035,technician/engineer
25689,F,35,17,90291,technician/engineer
25690,F,35,17,90291,technician/engineer
25691,F,35,17,90291,technician/engineer
25692,M,25,17,23454,technician/engineer
25693,M,25,17,23454,technician/engineer
25694,M,25,17,23454,technician/engineer
25695,M,45,17,94931,technician/engineer
25696,M,45,17,94931,technician/engineer
25697,M,45,17,94931,technician/engineer
25698,M,25,17,55105,technician/engineer
25699,M,25,17,55105,technician/engineer
25700,M,25,17,55105,technician/engineer
25701,M,45,17,54022,technician/engineer
25702,M,45,17,54022,technician/engineer
25703,M,45,17,54022,technician/engineer
25704,M,45,17,56001,technician/engineer
25705,M,45,17,56001,technician/engineer
25706,M,45,17,56001,technician/engineer
25707,M,25,17,90505,technician/engineer
25708,M,25,17,90505,technician/engineer
25709,M,25,17,90505,technician/engineer
25710,M,25,17,92584,technician/engineer
25711,M,25,17,92584,technician/engineer
25712,M,25,17,92584,technician/engineer
25713,M,18,17,02139,technician/engineer
25714,M,18,17,02139,technician/engineer
25715,M,18,17,02139,technician/engineer
25716,F,25,17,19810,technician/engineer
25717,F,25,17,19810,technician/engineer
25718,F,25,17,19810,technician/engineer
25719,M,56,17,84121,technician/engineer
25720,M,56,17,84121,technician/engineer
25721,M,56,17,84121,technician/engineer
25722,M,45,17,84109-2001,technician/engineer
25723,M,45,17,84109-2001,technician/engineer
25724,M,45,17,84109-2001,technician/engineer
25725,M,45,17,97330,technician/engineer
25726,M,45,17,97330,technician/engineer
25727,M,45,17,97330,technician/engineer
25728,M,56,17,75225,technician/engineer
25729,M,56,17,75225,technician/engineer
25730,M,56,17,75225,technician/engineer
25731,M,25,17,38111,technician/engineer
25732,M,25,17,38111,technician/engineer
25733,M,25,17,38111,technician/engineer
25734,M,25,17,19810,technician/engineer
25735,M,25,17,19810,technician/engineer
25736,M,25,17,19810,technician/engineer
25737,M,45,17,40515,technician/engineer
25738,M,45,17,40515,technician/engineer
25739,M,45,17,40515,technician/engineer
25740,M,25,17,95014,technician/engineer
25741,M,25,17,95014,technician/engineer
25742,M,25,17,95014,technician/engineer
25743,M,25,17,35205,technician/engineer
25744,M,25,17,35205,technician/engineer
25745,M,25,17,35205,technician/engineer
25746,M,18,17,55423,technician/engineer
25747,M,18,17,55423,technician/engineer
25748,M,18,17,55423,technician/engineer
25749,M,25,17,94043,technician/engineer
25750,M,25,17,94043,technician/engineer
25751,M,25,17,94043,technician/engineer
25752,F,35,17,91107,technician/engineer
25753,F,35,17,91107,technician/engineer
25754,F,35,17,91107,technician/engineer
25755,M,56,17,92009,technician/engineer
25756,M,56,17,92009,technician/engineer
25757,M,56,17,92009,technician/engineer
25758,F,35,17,60618,technician/engineer
25759,F,35,17,60618,technician/engineer
25760,F,35,17,60618,technician/engineer
25761,M,25,17,01060,technician/engineer
25762,M,25,17,01060,technician/engineer
25763,M,25,17,01060,technician/engineer
25764,F,25,17,97330,technician/engineer
25765,F,25,17,97330,technician/engineer
25766,F,25,17,97330,technician/engineer
25767,M,25,17,60611,technician/engineer
25768,M,25,17,60611,technician/engineer
25769,M,25,17,60611,technician/engineer
25770,M,35,17,55126,technician/engineer
25771,M,35,17,55126,technician/engineer
25772,M,35,17,55126,technician/engineer
25773,M,25,17,00693,technician/engineer
25774,M,25,17,00693,technician/engineer
25775,M,25,17,00693,technician/engineer
25776,F,25,17,92121,technician/engineer
25777,F,25,17,92121,technician/engineer
25778,F,25,17,92121,technician/engineer
25779,M,18,17,98122,technician/engineer
25780,M,18,17,98122,technician/engineer
25781,M,18,17,98122,technician/engineer
25782,M,18,17,94941,technician/engineer
25783,M,18,17,94941,technician/engineer
25784,M,18,17,94941,technician/engineer
25785,M,35,17,97330,technician/engineer
25786,M,35,17,97330,technician/engineer
25787,M,35,17,97330,technician/engineer
25788,M,25,17,27609,technician/engineer
25789,M,25,17,27609,technician/engineer
25790,M,25,17,27609,technician/engineer
25791,M,18,17,60193,technician/engineer
25792,M,18,17,60193,technician/engineer
25793,M,18,17,60193,technician/engineer
25794,F,25,17,80003,technician/engineer
25795,F,25,17,80003,technician/engineer
25796,F,25,17,80003,technician/engineer
25797,F,25,17,20120,technician/engineer
25798,F,25,17,20120,technician/engineer
25799,F,25,17,20120,technician/engineer
25800,M,25,17,94538,technician/engineer
25801,M,25,17,94538,technician/engineer
25802,M,25,17,94538,technician/engineer
25803,M,56,17,71301,technician/engineer
25804,M,56,17,71301,technician/engineer
25805,M,56,17,71301,technician/engineer
25806,F,35,17,30096,technician/engineer
25807,F,35,17,30096,technician/engineer
25808,F,35,17,30096,technician/engineer
25809,M,18,17,19030,technician/engineer
25810,M,18,17,19030,technician/engineer
25811,M,18,17,19030,technician/engineer
25812,M,35,17,22030,technician/engineer
25813,M,35,17,22030,technician/engineer
25814,M,35,17,22030,technician/engineer
25815,F,35,17,45014,technician/engineer
25816,F,35,17,45014,technician/engineer
25817,F,35,17,45014,technician/engineer
25818,F,18,17,55449,technician/engineer
25819,F,18,17,55449,technician/engineer
25820,F,18,17,55449,technician/engineer
25821,M,25,17,89103,technician/engineer
25822,M,25,17,89103,technician/engineer
25823,M,25,17,89103,technician/engineer
25824,M,45,17,21742,technician/engineer
25825,M,45,17,21742,technician/engineer
25826,M,45,17,21742,technician/engineer
25827,M,25,17,95136,technician/engineer
25828,M,25,17,95136,technician/engineer
25829,M,25,17,95136,technician/engineer
25830,M,45,17,80907,technician/engineer
25831,M,45,17,80907,technician/engineer
25832,M,45,17,80907,technician/engineer
25833,F,35,17,94306,technician/engineer
25834,F,35,17,94306,technician/engineer
25835,F,35,17,94306,technician/engineer
25836,F,25,17,01701,technician/engineer
25837,F,25,17,01701,technician/engineer
25838,F,25,17,01701,technician/engineer
25839,M,50,17,78666,technician/engineer
25840,M,50,17,78666,technician/engineer
25841,M,50,17,78666,technician/engineer
25842,M,50,17,09056,technician/engineer
25843,M,50,17,09056,technician/engineer
25844,M,50,17,09056,technician/engineer
25845,M,25,17,27408,technician/engineer
25846,M,25,17,27408,technician/engineer
25847,M,25,17,27408,technician/engineer
25848,M,25,17,97401,technician/engineer
25849,M,25,17,97401,technician/engineer
25850,M,25,17,97401,technician/engineer
25851,F,35,17,98036,technician/engineer
25852,F,35,17,98036,technician/engineer
25853,F,35,17,98036,technician/engineer
25854,M,18,17,02114,technician/engineer
25855,M,18,17,02114,technician/engineer
25856,M,18,17,02114,technician/engineer
25857,M,25,17,22041,technician/engineer
25858,M,25,17,22041,technician/engineer
25859,M,25,17,22041,technician/engineer
25860,M,35,17,06854,technician/engineer
25861,M,35,17,06854,technician/engineer
25862,M,35,17,06854,technician/engineer
25863,M,35,17,78765,technician/engineer
25864,M,35,17,78765,technician/engineer
25865,M,35,17,78765,technician/engineer
25866,F,25,17,48473,technician/engineer
25867,F,25,17,48473,technician/engineer
25868,F,25,17,48473,technician/engineer
25869,M,25,17,48473,technician/engineer
25870,M,25,17,48473,technician/engineer
25871,M,25,17,48473,technician/engineer
25872,M,35,17,98103,technician/engineer
25873,M,35,17,98103,technician/engineer
25874,M,35,17,98103,technician/engineer
25875,M,25,17,94117,technician/engineer
25876,M,25,17,94117,technician/engineer
25877,M,25,17,94117,technician/engineer
25878,M,18,17,08550,technician/engineer
25879,M,18,17,08550,technician/engineer
25880,M,18,17,08550,technician/engineer
25881,M,18,17,78758,technician/engineer
25882,M,18,17,78758,technician/engineer
25883,M,18,17,78758,technician/engineer
25884,M,18,17,92886,technician/engineer
25885,M,18,17,92886,technician/engineer
25886,M,18,17,92886,technician/engineer
25887,M,25,17,91107,technician/engineer
25888,M,25,17,91107,technician/engineer
25889,M,25,17,91107,technician/engineer
25890,M,25,17,43201,technician/engineer
25891,M,25,17,43201,technician/engineer
25892,M,25,17,43201,technician/engineer
25893,M,35,17,53703,technician/engineer
25894,M,35,17,53703,technician/engineer
25895,M,35,17,53703,technician/engineer
25896,M,25,17,33028,technician/engineer
25897,M,25,17,33028,technician/engineer
25898,M,25,17,33028,technician/engineer
25899,M,25,17,90048,technician/engineer
25900,M,25,17,90048,technician/engineer
25901,M,25,17,90048,technician/engineer
25902,M,35,17,97124,technician/engineer
25903,M,35,17,97124,technician/engineer
25904,M,35,17,97124,technician/engineer
25905,M,25,17,95926,technician/engineer
25906,M,25,17,95926,technician/engineer
25907,M,25,17,95926,technician/engineer
25908,M,25,17,61265,technician/engineer
25909,M,25,17,61265,technician/engineer
25910,M,25,17,61265,technician/engineer
25911,M,35,17,30303,technician/engineer
25912,M,35,17,30303,technician/engineer
25913,M,35,17,30303,technician/engineer
25914,M,35,17,30024,technician/engineer
25915,M,35,17,30024,technician/engineer
25916,M,35,17,30024,technician/engineer
25917,F,25,17,80301,technician/engineer
25918,F,25,17,80301,technician/engineer
25919,F,25,17,80301,technician/engineer
25920,F,35,17,78681,technician/engineer
25921,F,35,17,78681,technician/engineer
25922,F,35,17,78681,technician/engineer
25923,M,18,17,47901,technician/engineer
25924,M,18,17,47901,technician/engineer
25925,M,18,17,47901,technician/engineer
25926,M,25,17,77449,technician/engineer
25927,M,25,17,77449,technician/engineer
25928,M,25,17,77449,technician/engineer
25929,M,45,17,30075,technician/engineer
25930,M,45,17,30075,technician/engineer
25931,M,45,17,30075,technician/engineer
25932,F,45,17,78722,technician/engineer
25933,F,45,17,78722,technician/engineer
25934,F,45,17,78722,technician/engineer
25935,M,35,17,80537,technician/engineer
25936,M,35,17,80537,technician/engineer
25937,M,35,17,80537,technician/engineer
25938,M,25,17,57006,technician/engineer
25939,M,25,17,57006,technician/engineer
25940,M,25,17,57006,technician/engineer
25941,M,25,17,32618,technician/engineer
25942,M,25,17,32618,technician/engineer
25943,M,25,17,32618,technician/engineer
25944,M,25,17,61614,technician/engineer
25945,M,25,17,61614,technician/engineer
25946,M,25,17,61614,technician/engineer
25947,M,45,17,98052,technician/engineer
25948,M,45,17,98052,technician/engineer
25949,M,45,17,98052,technician/engineer
25950,M,25,17,95122,technician/engineer
25951,M,25,17,95122,technician/engineer
25952,M,25,17,95122,technician/engineer
25953,M,25,17,48380,technician/engineer
25954,M,25,17,48380,technician/engineer
25955,M,25,17,48380,technician/engineer
25956,M,25,17,95825,technician/engineer
25957,M,25,17,95825,technician/engineer
25958,M,25,17,95825,technician/engineer
25959,M,25,17,28601,technician/engineer
25960,M,25,17,28601,technician/engineer
25961,M,25,17,28601,technician/engineer
25962,M,35,17,95401,technician/engineer
25963,M,35,17,95401,technician/engineer
25964,M,35,17,95401,technician/engineer
25965,M,25,17,28083,technician/engineer
25966,M,25,17,28083,technician/engineer
25967,M,25,17,28083,technician/engineer
25968,M,25,17,55744,technician/engineer
25969,M,25,17,55744,technician/engineer
25970,M,25,17,55744,technician/engineer
25971,M,25,17,33314,technician/engineer
25972,M,25,17,33314,technician/engineer
25973,M,25,17,33314,technician/engineer
25974,M,35,17,22315,technician/engineer
25975,M,35,17,22315,technician/engineer
25976,M,35,17,22315,technician/engineer
25977,M,35,17,50021,technician/engineer
25978,M,35,17,50021,technician/engineer
25979,M,35,17,50021,technician/engineer
25980,M,25,17,99709,technician/engineer
25981,M,25,17,99709,technician/engineer
25982,M,25,17,99709,technician/engineer
25983,M,25,17,29401,technician/engineer
25984,M,25,17,29401,technician/engineer
25985,M,25,17,29401,technician/engineer
25986,M,50,17,57747,technician/engineer
25987,M,50,17,57747,technician/engineer
25988,M,50,17,57747,technician/engineer
25989,F,50,17,55441,technician/engineer
25990,F,50,17,55441,technician/engineer
25991,F,50,17,55441,technician/engineer
25992,M,56,17,53705,technician/engineer
25993,M,56,17,53705,technician/engineer
25994,M,56,17,53705,technician/engineer
25995,M,18,17,33186,technician/engineer
25996,M,18,17,33186,technician/engineer
25997,M,18,17,33186,technician/engineer
25998,M,25,17,55125,technician/engineer
25999,M,25,17,55125,technician/engineer
26000,M,25,17,55125,technician/engineer
26001,M,25,17,20194,technician/engineer
26002,M,25,17,20194,technician/engineer
26003,M,25,17,20194,technician/engineer
26004,M,35,17,55432,technician/engineer
26005,M,35,17,55432,technician/engineer
26006,M,35,17,55432,technician/engineer
26007,M,45,17,90620,technician/engineer
26008,M,45,17,90620,technician/engineer
26009,M,45,17,90620,technician/engineer
26010,M,25,17,28262,technician/engineer
26011,M,25,17,28262,technician/engineer
26012,M,25,17,28262,technician/engineer
26013,M,50,17,55113,technician/engineer
26014,M,50,17,55113,technician/engineer
26015,M,50,17,55113,technician/engineer
26016,M,25,17,94404,technician/engineer
26017,M,25,17,94404,technician/engineer
26018,M,25,17,94404,technician/engineer
26019,M,18,17,72703,technician/engineer
26020,M,18,17,72703,technician/engineer
26021,M,18,17,72703,technician/engineer
26022,M,56,17,55105,technician/engineer
26023,M,56,17,55105,technician/engineer
26024,M,56,17,55105,technician/engineer
26025,M,35,17,49015,technician/engineer
26026,M,35,17,49015,technician/engineer
26027,M,35,17,49015,technician/engineer
26028,M,25,17,94401,technician/engineer
26029,M,25,17,94401,technician/engineer
26030,M,25,17,94401,technician/engineer
26031,M,56,17,55117,technician/engineer
26032,M,56,17,55117,technician/engineer
26033,M,56,17,55117,technician/engineer
26034,M,35,17,55106,technician/engineer
26035,M,35,17,55106,technician/engineer
26036,M,35,17,55106,technician/engineer
26037,M,25,17,55128,technician/engineer
26038,M,25,17,55128,technician/engineer
26039,M,25,17,55128,technician/engineer
26040,M,35,17,28208,technician/engineer
26041,M,35,17,28208,technician/engineer
26042,M,35,17,28208,technician/engineer
26043,M,18,17,22304,technician/engineer
26044,M,18,17,22304,technician/engineer
26045,M,18,17,22304,technician/engineer
26046,M,25,17,55418,technician/engineer
26047,M,25,17,55418,technician/engineer
26048,M,25,17,55418,technician/engineer
26049,M,35,17,89015,technician/engineer
26050,M,35,17,89015,technician/engineer
26051,M,35,17,89015,technician/engineer
26052,M,35,17,55402,technician/engineer
26053,M,35,17,55402,technician/engineer
26054,M,35,17,55402,technician/engineer
26055,M,35,17,22124,technician/engineer
26056,M,35,17,22124,technician/engineer
26057,M,35,17,22124,technician/engineer
26058,M,25,17,55454,technician/engineer
26059,M,25,17,55454,technician/engineer
26060,M,25,17,55454,technician/engineer
26061,M,18,17,89503,technician/engineer
26062,M,18,17,89503,technician/engineer
26063,M,18,17,89503,technician/engineer
26064,M,56,17,55104,technician/engineer
26065,M,56,17,55104,technician/engineer
26066,M,56,17,55104,technician/engineer
26067,M,25,17,55112,technician/engineer
26068,M,25,17,55112,technician/engineer
26069,M,25,17,55112,technician/engineer
26070,M,35,17,55030,technician/engineer
26071,M,35,17,55030,technician/engineer
26072,M,35,17,55030,technician/engineer
26073,M,25,17,80123,technician/engineer
26074,M,25,17,80123,technician/engineer
26075,M,25,17,80123,technician/engineer
26076,M,50,17,55117,technician/engineer
26077,M,50,17,55117,technician/engineer
26078,M,50,17,55117,technician/engineer
26079,M,25,17,92126,technician/engineer
26080,M,25,17,92126,technician/engineer
26081,M,25,17,92126,technician/engineer
26082,F,35,17,55082,technician/engineer
26083,F,35,17,55082,technician/engineer
26084,F,35,17,55082,technician/engineer
26085,F,25,17,55412,technician/engineer
26086,F,25,17,55412,technician/engineer
26087,F,25,17,55412,technician/engineer
26088,M,35,17,55113,technician/engineer
26089,M,35,17,55113,technician/engineer
26090,M,35,17,55113,technician/engineer
26091,M,35,17,37815,technician/engineer
26092,M,35,17,37815,technician/engineer
26093,M,35,17,37815,technician/engineer
26094,M,45,17,94806,technician/engineer
26095,M,45,17,94806,technician/engineer
26096,M,45,17,94806,technician/engineer
26097,F,18,17,83843,technician/engineer
26098,F,18,17,83843,technician/engineer
26099,F,18,17,83843,technician/engineer
26100,M,35,17,01890,technician/engineer
26101,M,35,17,01890,technician/engineer
26102,M,35,17,01890,technician/engineer
26103,M,25,17,92122,technician/engineer
26104,M,25,17,92122,technician/engineer
26105,M,25,17,92122,technician/engineer
26106,F,50,17,19716,technician/engineer
26107,F,50,17,19716,technician/engineer
26108,F,50,17,19716,technician/engineer
26109,M,18,17,90064,technician/engineer
26110,M,18,17,90064,technician/engineer
26111,M,18,17,90064,technician/engineer
26112,M,35,17,66209,technician/engineer
26113,M,35,17,66209,technician/engineer
26114,M,35,17,66209,technician/engineer
26115,M,45,17,32256,technician/engineer
26116,M,45,17,32256,technician/engineer
26117,M,45,17,32256,technician/engineer
26118,M,50,17,32951,technician/engineer
26119,M,50,17,32951,technician/engineer
26120,M,50,17,32951,technician/engineer
26121,M,25,17,60555,technician/engineer
26122,M,25,17,60555,technician/engineer
26123,M,25,17,60555,technician/engineer
26124,M,35,17,28601,technician/engineer
26125,M,35,17,28601,technician/engineer
26126,M,35,17,28601,technician/engineer
26127,M,45,17,07649,technician/engineer
26128,M,45,17,07649,technician/engineer
26129,M,45,17,07649,technician/engineer
26130,M,25,17,94131,technician/engineer
26131,M,25,17,94131,technician/engineer
26132,M,25,17,94131,technician/engineer
26133,M,56,17,33785,technician/engineer
26134,M,56,17,33785,technician/engineer
26135,M,56,17,33785,technician/engineer
26136,M,45,17,85202,technician/engineer
26137,M,45,17,85202,technician/engineer
26138,M,45,17,85202,technician/engineer
26139,M,25,17,49445,technician/engineer
26140,M,25,17,49445,technician/engineer
26141,M,25,17,49445,technician/engineer
26142,M,25,17,30307,technician/engineer
26143,M,25,17,30307,technician/engineer
26144,M,25,17,30307,technician/engineer
26145,M,25,17,22042,technician/engineer
26146,M,25,17,22042,technician/engineer
26147,M,25,17,22042,technician/engineer
26148,M,50,17,14650,technician/engineer
26149,M,50,17,14650,technician/engineer
26150,M,50,17,14650,technician/engineer
26151,M,18,17,99205,technician/engineer
26152,M,18,17,99205,technician/engineer
26153,M,18,17,99205,technician/engineer
26154,M,25,17,77007,technician/engineer
26155,M,25,17,77007,technician/engineer
26156,M,25,17,77007,technician/engineer
26157,F,25,17,97201,technician/engineer
26158,F,25,17,97201,technician/engineer
26159,F,25,17,97201,technician/engineer
26160,M,25,17,74467,technician/engineer
26161,M,25,17,74467,technician/engineer
26162,M,25,17,74467,technician/engineer
26163,M,45,17,02421,technician/engineer
26164,M,45,17,02421,technician/engineer
26165,M,45,17,02421,technician/engineer
26166,M,1,17,56258,technician/engineer
26167,M,1,17,56258,technician/engineer
26168,M,1,17,56258,technician/engineer
26169,M,18,17,32694,technician/engineer
26170,M,18,17,32694,technician/engineer
26171,M,18,17,32694,technician/engineer
26172,M,25,17,91776,technician/engineer
26173,M,25,17,91776,technician/engineer
26174,M,25,17,91776,technician/engineer
26175,M,25,17,45694,technician/engineer
26176,M,25,17,45694,technician/engineer
26177,M,25,17,45694,technician/engineer
26178,M,25,17,01002,technician/engineer
26179,M,25,17,01002,technician/engineer
26180,M,25,17,01002,technician/engineer
26181,M,25,17,70508,technician/engineer
26182,M,25,17,70508,technician/engineer
26183,M,25,17,70508,technician/engineer
26184,M,50,17,92661,technician/engineer
26185,M,50,17,92661,technician/engineer
26186,M,50,17,92661,technician/engineer
26187,M,25,17,55447,technician/engineer
26188,M,25,17,55447,technician/engineer
26189,M,25,17,55447,technician/engineer
26190,M,35,17,11701,technician/engineer
26191,M,35,17,11701,technician/engineer
26192,M,35,17,11701,technician/engineer
26193,M,50,17,01702-7224,technician/engineer
26194,M,50,17,01702-7224,technician/engineer
26195,M,50,17,01702-7224,technician/engineer
26196,M,35,17,94114,technician/engineer
26197,M,35,17,94114,technician/engineer
26198,M,35,17,94114,technician/engineer
26199,M,25,17,92084,technician/engineer
26200,M,25,17,92084,technician/engineer
26201,M,25,17,92084,technician/engineer
26202,M,50,17,98642,technician/engineer
26203,M,50,17,98642,technician/engineer
26204,M,50,17,98642,technician/engineer
26205,M,50,17,96753,technician/engineer
26206,M,50,17,96753,technician/engineer
26207,M,50,17,96753,technician/engineer
26208,F,35,17,48098,technician/engineer
26209,F,35,17,48098,technician/engineer
26210,F,35,17,48098,technician/engineer
26211,M,25,17,98102,technician/engineer
26212,M,25,17,98102,technician/engineer
26213,M,25,17,98102,technician/engineer
26214,F,45,17,03054,technician/engineer
26215,F,45,17,03054,technician/engineer
26216,F,45,17,03054,technician/engineer
26217,M,45,17,73069,technician/engineer
26218,M,45,17,73069,technician/engineer
26219,M,45,17,73069,technician/engineer
26220,M,45,17,48073,technician/engineer
26221,M,45,17,48073,technician/engineer
26222,M,45,17,48073,technician/engineer
26223,M,18,17,92109,technician/engineer
26224,M,18,17,92109,technician/engineer
26225,M,18,17,92109,technician/engineer
26226,M,25,17,77059,technician/engineer
26227,M,25,17,77059,technician/engineer
26228,M,25,17,77059,technician/engineer
26229,M,35,17,22309,technician/engineer
26230,M,35,17,22309,technician/engineer
26231,M,35,17,22309,technician/engineer
26232,M,35,17,92618,technician/engineer
26233,M,35,17,92618,technician/engineer
26234,M,35,17,92618,technician/engineer
26235,F,25,17,01453,technician/engineer
26236,F,25,17,01453,technician/engineer
26237,F,25,17,01453,technician/engineer
26238,M,25,17,27519,technician/engineer
26239,M,25,17,27519,technician/engineer
26240,M,25,17,27519,technician/engineer
26241,M,35,17,23602,technician/engineer
26242,M,35,17,23602,technician/engineer
26243,M,35,17,23602,technician/engineer
26244,M,25,17,80461,technician/engineer
26245,M,25,17,80461,technician/engineer
26246,M,25,17,80461,technician/engineer
26247,M,25,17,94110,technician/engineer
26248,M,25,17,94110,technician/engineer
26249,M,25,17,94110,technician/engineer
26250,M,25,17,28262,technician/engineer
26251,M,25,17,28262,technician/engineer
26252,M,25,17,28262,technician/engineer
26253,M,50,17,39567,technician/engineer
26254,M,50,17,39567,technician/engineer
26255,M,50,17,39567,technician/engineer
26256,M,35,17,94041,technician/engineer
26257,M,35,17,94041,technician/engineer
26258,M,35,17,94041,technician/engineer
26259,M,35,17,92630,technician/engineer
26260,M,35,17,92630,technician/engineer
26261,M,35,17,92630,technician/engineer
26262,M,25,17,06460,technician/engineer
26263,M,25,17,06460,technician/engineer
26264,M,25,17,06460,technician/engineer
26265,M,56,17,97146,technician/engineer
26266,M,56,17,97146,technician/engineer
26267,M,56,17,97146,technician/engineer
26268,F,25,17,98034,technician/engineer
26269,F,25,17,98034,technician/engineer
26270,F,25,17,98034,technician/engineer
26271,M,35,17,49508,technician/engineer
26272,M,35,17,49508,technician/engineer
26273,M,35,17,49508,technician/engineer
26274,M,25,17,19801,technician/engineer
26275,M,25,17,19801,technician/engineer
26276,M,25,17,19801,technician/engineer
26277,M,18,17,10804,technician/engineer
26278,M,18,17,10804,technician/engineer
26279,M,18,17,10804,technician/engineer
26280,M,25,17,94089,technician/engineer
26281,M,25,17,94089,technician/engineer
26282,M,25,17,94089,technician/engineer
26283,M,35,17,55934,technician/engineer
26284,M,35,17,55934,technician/engineer
26285,M,35,17,55934,technician/engineer
26286,M,25,17,11106,technician/engineer
26287,M,25,17,11106,technician/engineer
26288,M,25,17,11106,technician/engineer
26289,M,35,17,77096,technician/engineer
26290,M,35,17,77096,technician/engineer
26291,M,35,17,77096,technician/engineer
26292,M,25,17,38104,technician/engineer
26293,M,25,17,38104,technician/engineer
26294,M,25,17,38104,technician/engineer
26295,M,25,17,94108,technician/engineer
26296,M,25,17,94108,technician/engineer
26297,M,25,17,94108,technician/engineer
26298,M,25,17,98115,technician/engineer
26299,M,25,17,98115,technician/engineer
26300,M,25,17,98115,technician/engineer
26301,M,35,17,95476,technician/engineer
26302,M,35,17,95476,technician/engineer
26303,M,35,17,95476,technician/engineer
26304,M,25,17,94506,technician/engineer
26305,M,25,17,94506,technician/engineer
26306,M,25,17,94506,technician/engineer
26307,M,25,17,95209,technician/engineer
26308,M,25,17,95209,technician/engineer
26309,M,25,17,95209,technician/engineer
26310,M,56,17,80538,technician/engineer
26311,M,56,17,80538,technician/engineer
26312,M,56,17,80538,technician/engineer
26313,M,45,17,60462,technician/engineer
26314,M,45,17,60462,technician/engineer
26315,M,45,17,60462,technician/engineer
26316,M,56,17,23464-3016,technician/engineer
26317,M,56,17,23464-3016,technician/engineer
26318,M,56,17,23464-3016,technician/engineer
26319,M,18,17,12054,technician/engineer
26320,M,18,17,12054,technician/engineer
26321,M,18,17,12054,technician/engineer
26322,M,45,17,78731,technician/engineer
26323,M,45,17,78731,technician/engineer
26324,M,45,17,78731,technician/engineer
26325,M,18,17,75093,technician/engineer
26326,M,18,17,75093,technician/engineer
26327,M,18,17,75093,technician/engineer
26328,M,25,17,11354,technician/engineer
26329,M,25,17,11354,technician/engineer
26330,M,25,17,11354,technician/engineer
26331,M,18,17,91505,technician/engineer
26332,M,18,17,91505,technician/engineer
26333,M,18,17,91505,technician/engineer
26334,M,45,17,91355,technician/engineer
26335,M,45,17,91355,technician/engineer
26336,M,45,17,91355,technician/engineer
26337,F,18,17,95405,technician/engineer
26338,F,18,17,95405,technician/engineer
26339,F,18,17,95405,technician/engineer
26340,M,25,17,95405,technician/engineer
26341,M,25,17,95405,technician/engineer
26342,M,25,17,95405,technician/engineer
26343,M,35,17,95610,technician/engineer
26344,M,35,17,95610,technician/engineer
26345,M,35,17,95610,technician/engineer
26346,M,25,17,94122,technician/engineer
26347,M,25,17,94122,technician/engineer
26348,M,25,17,94122,technician/engineer
26349,M,45,17,87505,technician/engineer
26350,M,45,17,87505,technician/engineer
26351,M,45,17,87505,technician/engineer
26352,F,25,17,75006,technician/engineer
26353,F,25,17,75006,technician/engineer
26354,F,25,17,75006,technician/engineer
26355,M,25,17,93933,technician/engineer
26356,M,25,17,93933,technician/engineer
26357,M,25,17,93933,technician/engineer
26358,F,18,17,97070,technician/engineer
26359,F,18,17,97070,technician/engineer
26360,F,18,17,97070,technician/engineer
26361,F,25,17,85301,technician/engineer
26362,F,25,17,85301,technician/engineer
26363,F,25,17,85301,technician/engineer
26364,M,25,17,43212,technician/engineer
26365,M,25,17,43212,technician/engineer
26366,M,25,17,43212,technician/engineer
26367,M,35,17,60103,technician/engineer
26368,M,35,17,60103,technician/engineer
26369,M,35,17,60103,technician/engineer
26370,M,45,17,94602,technician/engineer
26371,M,45,17,94602,technician/engineer
26372,M,45,17,94602,technician/engineer
26373,M,35,17,77566,technician/engineer
26374,M,35,17,77566,technician/engineer
26375,M,35,17,77566,technician/engineer
26376,M,25,17,75240,technician/engineer
26377,M,25,17,75240,technician/engineer
26378,M,25,17,75240,technician/engineer
26379,M,25,17,75044,technician/engineer
26380,M,25,17,75044,technician/engineer
26381,M,25,17,75044,technician/engineer
26382,M,25,17,99003,technician/engineer
26383,M,25,17,99003,technician/engineer
26384,M,25,17,99003,technician/engineer
26385,M,18,17,20724,technician/engineer
26386,M,18,17,20724,technician/engineer
26387,M,18,17,20724,technician/engineer
